iteration,mean_acc,std_acc,mean_loss,std_loss,mode
13000,0.40557334196567535,0.09316869101483179,2.4259037080407144,0.6759181931478471,validation
13500,0.49666666984558105,0.0,1.5709785223007202,0.0,train
13500,0.39924000960588457,0.09170944843224635,2.438102597415447,0.6714765706416476,validation
14000,0.4566666781902313,0.0,1.6962348222732544,0.0,train
14000,0.3990000093281269,0.09276146450139218,2.4809757599830626,0.695022069437043,validation
14500,0.39666667580604553,0.0,1.818515658378601,0.0,train
14500,0.4024800091534853,0.09307335904447563,2.398902979195118,0.680034044897742,validation
15000,0.48000001907348633,0.0,1.6730506420135498,0.0,train
15000,0.4023600095063448,0.09209239201937566,2.4466695244312286,0.6871595352776989,validation
15500,0.43666666746139526,0.0,1.802854061126709,0.0,train
15500,0.4011066760867834,0.09007464921570167,2.4416847373843193,0.676375444727147,validation
16000,0.5200000405311584,0.0,1.477026104927063,0.0,train
16000,0.3991466759443283,0.09128018620247358,2.447107592642307,0.6795220461886561,validation
16500,0.5099999904632568,0.0,1.5387705564498901,0.0,train
16500,0.40204000890254976,0.09248336142071652,2.519243797779083,0.719561436698873,validation
17000,0.4466666877269745,0.0,1.7398889064788818,0.0,train
17000,0.40400000958144666,0.09292482325952771,2.477437639117241,0.6954185260365885,validation
17500,0.5866667032241821,0.0,1.299959659576416,0.0,train
17500,0.40464000871777533,0.09342366861983552,2.55305587130785,0.731081862613867,validation
18000,0.47333335876464844,0.0,1.6039427518844604,0.0,train
18000,0.3997333422601223,0.09053088115393652,2.5299661505818367,0.7080409361501095,validation
18500,0.4833333492279053,0.0,1.535480260848999,0.0,train
18500,0.40160000872612,0.09312319493093477,2.4811892676949503,0.7002310435803444,validation
19000,0.5699999928474426,0.0,1.3041493892669678,0.0,train
19000,0.40328000876307485,0.09174213712145353,2.607490410923958,0.7531952229561077,validation
19500,0.5366666913032532,0.0,1.5484881401062012,0.0,train
19500,0.4067466758787632,0.09282333608787412,2.5769538289904594,0.7323190619175095,validation
20000,0.43666666746139526,0.0,1.7629508972167969,0.0,train
20000,0.4093600095808506,0.09413106560333977,2.5167806928157805,0.7235269815926878,validation
20500,0.4833333492279053,0.0,1.5579049587249756,0.0,train
20500,0.40332000942528246,0.09189656200721888,2.5443617357611656,0.7165307964467282,validation
21000,0.5,0.0,1.5581960678100586,0.0,train
21000,0.4054800094217062,0.093531296141529,2.4853597114682198,0.7087636920521118,validation
21500,0.6399999856948853,0.0,1.1761173009872437,0.0,train
21500,0.39944000913202765,0.09231466825791491,2.5357166692614554,0.7253522742619007,validation
22000,0.5133333206176758,0.0,1.6331747770309448,0.0,train
22000,0.4017200092226267,0.09248986697710189,2.575415820121765,0.7419568068855674,validation
22500,0.5233333706855774,0.0,1.4788957834243774,0.0,train
22500,0.40572000935673713,0.09276298283115408,2.5246677513718607,0.7170444534256426,validation
23000,0.5433333516120911,0.0,1.3281102180480957,0.0,train
23000,0.40460000942647456,0.09358630356805753,2.5334237349629403,0.7240565746142471,validation
23500,0.5699999928474426,0.0,1.4745670557022095,0.0,train
23500,0.40272000838816163,0.09290222951207976,2.5921063922047614,0.7450517216895172,validation
24000,0.4233333468437195,0.0,1.834028959274292,0.0,train
24000,0.4060400094240904,0.0930125858993277,2.5542060789465904,0.7433292298824357,validation
24500,0.4866666793823242,0.0,1.5573902130126953,0.0,train
24500,0.40626667603850364,0.09227505042310126,2.5504227235913275,0.7247086954868559,validation
25000,0.6066666841506958,0.0,1.1549389362335205,0.0,train
25000,0.4043733427375555,0.09268577126601227,2.633766360759735,0.7716661459394989,validation
25500,0.46666666865348816,0.0,1.6526964902877808,0.0,train
25500,0.40324000957608225,0.09279650736536078,2.5945980095267296,0.7547977961025015,validation
26000,0.503333330154419,0.0,1.662923812866211,0.0,train
26000,0.40697334207594393,0.09299507638623083,2.5597328184843064,0.7355693439149353,validation
26500,0.5099999904632568,0.0,1.611638069152832,0.0,train
26500,0.4037066763192415,0.09262849919180637,2.579377308487892,0.7402090418260557,validation
27000,0.4933333396911621,0.0,1.5823229551315308,0.0,train
27000,0.4033066765964031,0.09107993947976843,2.564585787177086,0.7316482308025126,validation
27500,0.4833333492279053,0.0,1.5661571025848389,0.0,train
27500,0.40593334212899207,0.0935264452568457,2.579344843864441,0.7469776013758471,validation
28000,0.550000011920929,0.0,1.4607940912246704,0.0,train
28000,0.40536000970005986,0.09321745034941807,2.594498868584633,0.749033855420327,validation
28500,0.5733333230018616,0.0,1.4143633842468262,0.0,train
28500,0.406720009803772,0.09206952637803742,2.5539922249913216,0.7327438650289377,validation
29000,0.5633333325386047,0.0,1.4362602233886719,0.0,train
29000,0.4072000089287758,0.09237835470847093,2.605929177105427,0.7579373853740439,validation
29500,0.5866667032241821,0.0,1.2907425165176392,0.0,train
29500,0.40850667604804036,0.0947238883351734,2.591778424501419,0.7657089701069902,validation
30000,0.46666666865348816,0.0,1.6687572002410889,0.0,train
30000,0.40536000922322274,0.09256675569851035,2.609299020886421,0.7689368420549252,validation
30500,0.4833333492279053,0.0,1.6198616027832031,0.0,train
30500,0.40294667541980744,0.09444496190943479,2.6498333040475845,0.7824615289610396,validation
31000,0.5633333325386047,0.0,1.4073747396469116,0.0,train
31000,0.40472000935673713,0.09325395392273618,2.60812326002121,0.756140056422896,validation
31500,0.5833333730697632,0.0,1.310137152671814,0.0,train
31500,0.4025733430832624,0.09198816800558017,2.6422240703105926,0.7679372774199801,validation
32000,0.4233333468437195,0.0,1.7083455324172974,0.0,train
32000,0.4050133429020643,0.0928086463086516,2.591636141180992,0.751757777223645,validation
32500,0.550000011920929,0.0,1.374750018119812,0.0,train
32500,0.4050800092965364,0.09252972314638658,2.595310187458992,0.7534229832988999,validation
33000,0.54666668176651,0.0,1.436478614807129,0.0,train
33000,0.4027466755509376,0.09332339605773746,2.645167617201805,0.775467264475883,validation
33500,0.4833333492279053,0.0,1.5346474647521973,0.0,train
33500,0.4018266756981611,0.09167501419949677,2.6380989202857017,0.7754192983107908,validation
34000,0.5166666507720947,0.0,1.4907715320587158,0.0,train
34000,0.4012800089418888,0.09350535284123045,2.6256026155352594,0.767639291204738,validation
34500,0.6166666746139526,0.0,1.22159743309021,0.0,train
34500,0.4058666754513979,0.09439435208981174,2.610513008058071,0.7680938173631285,validation
35000,0.6033333539962769,0.0,1.2793337106704712,0.0,train
35000,0.40493334232270717,0.0938643014785726,2.643025476038456,0.7905397521829949,validation
35500,0.5433333516120911,0.0,1.5071260929107666,0.0,train
35500,0.403893342345953,0.09445679899197829,2.635039100944996,0.7736939008152678,validation
36000,0.5400000214576721,0.0,1.4691510200500488,0.0,train
36000,0.40237334205210207,0.09303984195169741,2.647040036857128,0.7675540187061146,validation
36500,0.6166666746139526,0.0,1.3004814386367798,0.0,train
36500,0.40248001004755496,0.09359335956589968,2.680990537583828,0.7897891715101165,validation
37000,0.5333333611488342,0.0,1.5372401475906372,0.0,train
37000,0.40312000896036626,0.09215759074393344,2.685843311548233,0.7861827436319565,validation
37500,0.5366666913032532,0.0,1.4298855066299438,0.0,train
37500,0.4064800086915493,0.09205776558305534,2.583421794831753,0.755348620614733,validation
38000,0.6899999976158142,0.0,0.9926219582557678,0.0,train
38000,0.40470667569339275,0.09326892371019119,2.6322670112848283,0.7702169581614089,validation
38500,0.5200000405311584,0.0,1.4066447019577026,0.0,train
38500,0.40300000897049904,0.0945373548775912,2.6511275199651716,0.7863867585207238,validation
39000,0.6066666841506958,0.0,1.258469581604004,0.0,train
39000,0.40474667623639105,0.09348299193034494,2.634131446480751,0.7785056537166718,validation
39500,0.6133333444595337,0.0,1.1979202032089233,0.0,train
39500,0.3997600095421076,0.0914725740710683,2.6635678288936613,0.7858765524729799,validation
40000,0.4566666781902313,0.0,1.5666753053665161,0.0,train
40000,0.40238667610287665,0.09358723663368668,2.6392760546803475,0.7732735518047268,validation
40500,0.5566666722297668,0.0,1.2851470708847046,0.0,train
40500,0.40277334256470204,0.09352241688074556,2.6469333462119105,0.7806329956128202,validation
41000,0.5866667032241821,0.0,1.3248329162597656,0.0,train
41000,0.40392000986635684,0.09386663500913663,2.663471832096577,0.7914860575460648,validation
41500,0.4833333492279053,0.0,1.5887237787246704,0.0,train
41500,0.40253334218263626,0.09351401732651692,2.63823030346632,0.7787513497852756,validation
42000,0.6166666746139526,0.0,1.2753080129623413,0.0,train
42000,0.40420000937581063,0.09376071400638432,2.687775531351566,0.7978353502793886,validation
42500,0.5600000023841858,0.0,1.2506946325302124,0.0,train
42500,0.40149334217607974,0.09324706361643405,2.6588984106779097,0.7941382318174024,validation
43000,0.5066666603088379,0.0,1.6129149198532104,0.0,train
43000,0.40506667502224447,0.09367138968167468,2.636967004954815,0.7785930033239082,validation
43500,0.5433333516120911,0.0,1.4174163341522217,0.0,train
43500,0.40126667542755606,0.09269110187604339,2.679856925487518,0.7974500575777727,validation
44000,0.6333333253860474,0.0,1.1110408306121826,0.0,train
44000,0.40321334251761437,0.09391146823197083,2.663273305952549,0.7910752630625248,validation
44500,0.5866667032241821,0.0,1.3382530212402344,0.0,train
44500,0.40477334278821947,0.0930966891272847,2.623436712265015,0.780469893725752,validation
45000,0.5233333706855774,0.0,1.5315558910369873,0.0,train
45000,0.40100000935792923,0.09328320360270456,2.677458764255047,0.7933040511894769,validation
45500,0.5533333420753479,0.0,1.3069456815719604,0.0,train
45500,0.405506675735116,0.09353163066017593,2.644892783522606,0.7831114524589405,validation
46000,0.5333333611488342,0.0,1.4927736520767212,0.0,train
46000,0.40304000896215436,0.09388032001423635,2.6270264618992805,0.7784878827828008,validation
46500,0.5433333516120911,0.0,1.346748948097229,0.0,train
46500,0.4062133426964283,0.09380722225054308,2.6538361704349516,0.793037326907833,validation
47000,0.6666666865348816,0.0,1.1410921812057495,0.0,train
47000,0.4034133421778679,0.09481159470843056,2.6761917009949685,0.8001807938150131,validation
47500,0.6000000238418579,0.0,1.2473113536834717,0.0,train
47500,0.4004800092428923,0.09404179341274004,2.691764789044857,0.8071867934511482,validation
48000,0.5333333611488342,0.0,1.4369341135025024,0.0,train
48000,0.4038000087141991,0.09437869568973783,2.640929167985916,0.783826008837381,validation
48500,0.5400000214576721,0.0,1.4108023643493652,0.0,train
48500,0.40298667541146277,0.09372283121154264,2.6853007277846337,0.8006218773115208,validation
49000,0.5366666913032532,0.0,1.478151798248291,0.0,train
49000,0.406226675093174,0.09498436227692764,2.659005861580372,0.7870720309007778,validation
49500,0.6333333253860474,0.0,1.1751586198806763,0.0,train
49500,0.40562667553126813,0.09338657392050681,2.627966632068157,0.7766218027577524,validation
50000,0.5300000309944153,0.0,1.5489345788955688,0.0,train
50000,0.40306667545437813,0.0941083085751105,2.673182935714722,0.7962852787211322,validation
50500,0.5533333420753479,0.0,1.3783667087554932,0.0,train
50500,0.40529334247112275,0.09396112054073026,2.648119390487671,0.7854049867073649,validation
51000,0.6333333253860474,0.0,1.1697555780410767,0.0,train
51000,0.404453342422843,0.09369875762309487,2.6919189608097076,0.8018635284579642,validation
51500,0.5566666722297668,0.0,1.3523802757263184,0.0,train
51500,0.402106676325202,0.09375242967160564,2.6875754145383834,0.8051072090363174,validation
52000,0.5833333730697632,0.0,1.276049017906189,0.0,train
52000,0.40218667601048946,0.09402137467659913,2.674185475945473,0.7953263231391677,validation
52500,0.5633333325386047,0.0,1.4855107069015503,0.0,train
52500,0.40300000938773156,0.09358098309156045,2.6568897136449814,0.7877715462079545,validation
53000,0.6000000238418579,0.0,1.2211344242095947,0.0,train
53000,0.4034666755348444,0.09441506629463817,2.6558497948646544,0.7885990779370363,validation
53500,0.5200000405311584,0.0,1.5258121490478516,0.0,train
53500,0.4051333421766758,0.09331121316631212,2.6780424102544784,0.7940800067633309,validation
54000,0.5533333420753479,0.0,1.4304128885269165,0.0,train
54000,0.40456000877916815,0.09316082958347206,2.656635270893574,0.7857317273236647,validation
54500,0.6033333539962769,0.0,1.2478405237197876,0.0,train
54500,0.40346667610108855,0.09373665500975979,2.694354823946953,0.806855399930244,validation
55000,0.5266667008399963,0.0,1.4584298133850098,0.0,train
55000,0.4029866753518581,0.0937797197327179,2.677029679119587,0.7966921922796177,validation
55500,0.6066666841506958,0.0,1.198203444480896,0.0,train
55500,0.40226667542755606,0.09246943249731723,2.662644738316536,0.7879297688192998,validation
56000,0.596666693687439,0.0,1.3159325122833252,0.0,train
56000,0.4037733424305916,0.0940590014924839,2.677350340425968,0.7961072474655446,validation
56500,0.49000000953674316,0.0,1.4757472276687622,0.0,train
56500,0.4023466756939888,0.09402697136191443,2.691546825945377,0.8040306890491199,validation
57000,0.5833333730697632,0.0,1.3509517908096313,0.0,train
57000,0.4015733425170183,0.09406766236133161,2.7058968307971956,0.810868628463275,validation
57500,0.5833333730697632,0.0,1.3090095520019531,0.0,train
57500,0.40421334266662595,0.0939296631593696,2.6759674775600435,0.797428227433546,validation
58000,0.5133333206176758,0.0,1.461611270904541,0.0,train
58000,0.4018400089144707,0.0940533738692013,2.7178955025076865,0.8169339849410203,validation
58500,0.5066666603088379,0.0,1.4792770147323608,0.0,train
58500,0.4027466754466295,0.09351559951874863,2.668114080071449,0.795409432915641,validation
59000,0.5433333516120911,0.0,1.3555339574813843,0.0,train
59000,0.40113334269821643,0.09444271912237417,2.7188602046966555,0.8156893183264691,validation
59500,0.5099999904632568,0.0,1.4718928337097168,0.0,train
59500,0.4037333420664072,0.09482203428283492,2.6799954361915588,0.8017325280734026,validation
59999,0.40131111999352775,0.09570819871300333,2.86297132730484,0.9763765639834632,test
