iteration,mean_acc,std_acc,mean_loss,std_loss,mode
0,0.2800000011920929,0.0,39.785457611083984,0.0,train
0,0.33129334019124507,0.06829946106488267,4.490900296807289,1.2531005248997327,validation
500,0.30000001192092896,0.0,3.295133352279663,0.0,train
500,0.3950533426105976,0.07395297118566464,2.4114522529840468,0.4515431093420817,validation
1000,0.35333335399627686,0.0,1.945711612701416,0.0,train
1000,0.4277200094163418,0.077680554936036,1.504325996875763,0.21180027269063564,validation
1500,0.4533333480358124,0.0,1.647865891456604,0.0,train
1500,0.46888001058995726,0.08359313737388087,1.3213409239053726,0.17727479805037494,validation
2000,0.36000001430511475,0.0,1.8582375049591064,0.0,train
2000,0.4850666781812906,0.0854578274924187,1.2767799090147018,0.17300651671461578,validation
2500,0.3466666638851166,0.0,1.8442811965942383,0.0,train
2500,0.5055333456844091,0.08803815008909963,1.2343560459017753,0.18107703570315645,validation
3000,0.36000001430511475,0.0,1.8502862453460693,0.0,train
3000,0.5206400126218795,0.08799767517716141,1.1899915570616721,0.17519477190000884,validation
3500,0.46666666865348816,0.0,1.6081911325454712,0.0,train
3500,0.5282933454811573,0.08816864328355571,1.1751791608929634,0.17749108038065042,validation
4000,0.41333335638046265,0.0,1.7482328414916992,0.0,train
4000,0.5384133452773094,0.0872104372875021,1.1511841812729835,0.16985789849704905,validation
4500,0.6066666841506958,0.0,1.2875334024429321,0.0,train
4500,0.5510933454930782,0.08875812498794752,1.1240148839354516,0.1799742067156888,validation
5000,0.42000001668930054,0.0,1.638342261314392,0.0,train
5000,0.555120012640953,0.08952223277486057,1.1200817494988442,0.18739895544312188,validation
5500,0.47333335876464844,0.0,1.5059947967529297,0.0,train
5500,0.5556800121068954,0.08776233015052833,1.1138016641139985,0.17538501283833183,validation
6000,0.4399999976158142,0.0,1.6112985610961914,0.0,train
6000,0.5738533458709717,0.08852919663630371,1.0743098120689392,0.18866632387601107,validation
6500,0.5800000429153442,0.0,1.259116530418396,0.0,train
6500,0.5753333453834056,0.08645461244873894,1.0686818463802337,0.18095893089582346,validation
7000,0.5866667032241821,0.0,1.3232225179672241,0.0,train
7000,0.5740266795158386,0.08826555588318916,1.0769738355278968,0.18498543324698927,validation
7500,0.4399999976158142,0.0,1.5861716270446777,0.0,train
7500,0.5818400115072727,0.08662661335504827,1.0557302716970445,0.18204982997658087,validation
8000,0.5066666603088379,0.0,1.3649885654449463,0.0,train
8000,0.5894666786491871,0.08658858075815339,1.037250152170658,0.1836925677849279,validation
8500,0.54666668176651,0.0,1.3537997007369995,0.0,train
8500,0.5943733460903168,0.08682438615291971,1.028601426780224,0.1865289594816178,validation
9000,0.5133333206176758,0.0,1.397358775138855,0.0,train
9000,0.5958000126779079,0.0859682379130147,1.0217298389077187,0.1782887722387116,validation
9500,0.42000001668930054,0.0,1.569184422492981,0.0,train
9500,0.5918933451473712,0.08514389082495553,1.0392016416788101,0.18422776716605413,validation
10000,0.7599999904632568,0.0,0.678152859210968,0.0,train
10000,0.6031733458638191,0.08691590542530504,1.0052848420143128,0.1858792333014128,validation
10500,0.4399999976158142,0.0,1.6046432256698608,0.0,train
10500,0.5973466790914536,0.08765934017480542,1.0195713907182216,0.18190195947490717,validation
11000,0.6533333659172058,0.0,1.011693000793457,0.0,train
11000,0.6041733456850051,0.08783118417907193,1.0042082822322846,0.18535046184974913,validation
11500,0.6600000262260437,0.0,1.0427836179733276,0.0,train
11500,0.6009333466887474,0.08831972352044158,1.006615314245224,0.18806664729133657,validation
12000,0.48000001907348633,0.0,1.5210809707641602,0.0,train
12000,0.6098666796386242,0.08728843716161516,0.9879848951101303,0.18741484937101746,validation
12500,0.6200000047683716,0.0,1.1493797302246094,0.0,train
12500,0.6095600123405457,0.08611817329458121,0.9863338512778282,0.18464075660973447,validation
