iteration,mean_acc,std_acc,mean_loss,std_loss,mode
0,0.11666666716337204,0.0,147.42745971679688,0.0,train
0,0.3240133401751518,0.06828229034376751,4.187495147705078,1.1493584974557853,validation
500,0.09000000357627869,0.0,6.675289630889893,0.0,train
500,0.3811200083345175,0.07588640118732379,1.7380883200168609,0.24627286759373285,validation
1000,0.11666666716337204,0.0,3.392976760864258,0.0,train
1000,0.3838133417665958,0.07537781146810907,1.4472512718439101,0.09750197723975357,validation
1500,0.14000000059604645,0.0,3.1522042751312256,0.0,train
1500,0.4049600091278553,0.07884231027315886,1.4321246733665467,0.07841778403198768,validation
2000,0.1733333319425583,0.0,2.846633195877075,0.0,train
2000,0.42296000993251803,0.07799569035227016,1.4259260022640228,0.07269516097493832,validation
2500,0.15666666626930237,0.0,3.0709738731384277,0.0,train
2500,0.4353600104600191,0.07900368288680637,1.4225113112926484,0.06975502484064543,validation
3000,0.17666667699813843,0.0,2.833364963531494,0.0,train
3000,0.4528133440464735,0.08107443120548485,1.4039159744977951,0.0723815907236632,validation
3500,0.18000000715255737,0.0,2.665149450302124,0.0,train
3500,0.46785334385931493,0.08178354187962798,1.3888261339664458,0.07476812765783455,validation
4000,0.14666667580604553,0.0,2.8121302127838135,0.0,train
4000,0.47724001099169255,0.08301876939998078,1.3695758831501008,0.07883775444759772,validation
4500,0.24000000953674316,0.0,2.461854934692383,0.0,train
4500,0.4909733449965715,0.08449765065337335,1.356341120839119,0.0821595421019017,validation
5000,0.15000000596046448,0.0,2.8096954822540283,0.0,train
5000,0.5003733447939157,0.08462751658093504,1.3409087163209916,0.08853133598270871,validation
5500,0.18666666746139526,0.0,2.6254403591156006,0.0,train
5500,0.5108400118201971,0.08454955898247095,1.3094435602426528,0.09418433074811229,validation
6000,0.20333333313465118,0.0,2.564783811569214,0.0,train
6000,0.5245466785132885,0.082432701259617,1.2945313717126847,0.09297023708688454,validation
6500,0.23666667938232422,0.0,2.630048990249634,0.0,train
6500,0.5238533465266227,0.08620335666955685,1.296460860490799,0.09697006818804527,validation
7000,0.1899999976158142,0.0,2.6490392684936523,0.0,train
7000,0.5311733447611332,0.08642608367826546,1.266096841454506,0.10787405079687527,validation
7500,0.1899999976158142,0.0,2.5633418560028076,0.0,train
7500,0.5394800122082234,0.08665895396418458,1.2598495560884475,0.1040977723746437,validation
8000,0.20666667819023132,0.0,2.595681667327881,0.0,train
8000,0.5344800119102001,0.0872112172552751,1.2578390785455704,0.10929172594674161,validation
8500,0.20000000298023224,0.0,2.588031768798828,0.0,train
8500,0.5432133457064628,0.08477727149228788,1.2313722950220107,0.10867573175786589,validation
9000,0.23000000417232513,0.0,2.4800491333007812,0.0,train
9000,0.556973346054554,0.08641550478035746,1.2243443167209624,0.11014788228948716,validation
9500,0.19333334267139435,0.0,2.5977792739868164,0.0,train
9500,0.5516133468449116,0.0846990591523915,1.2339682340025901,0.10564394900689116,validation
10000,0.26333335041999817,0.0,2.396744728088379,0.0,train
10000,0.5713600128591061,0.08746920406819506,1.196530469417572,0.11487602521650109,validation
10500,0.24666666984558105,0.0,2.4581515789031982,0.0,train
10500,0.5730133455693722,0.0852222443534854,1.1963211077451705,0.11367631966197957,validation
11000,0.14666667580604553,0.0,2.8295347690582275,0.0,train
11000,0.5694400131702423,0.0873518926762286,1.1965970168113709,0.11373998743202161,validation
11500,0.25,0.0,2.4699835777282715,0.0,train
11500,0.5804133466482162,0.08669644534823806,1.1730198094844817,0.12301113763696152,validation
12000,0.26333335041999817,0.0,2.4158825874328613,0.0,train
12000,0.5772666790485382,0.08696356882173382,1.189977050602436,0.11313802591280586,validation
12500,0.2133333384990692,0.0,2.5667884349823,0.0,train
12500,0.580453345656395,0.0881461866271428,1.1682530372738837,0.11870128367525559,validation
13000,0.23666667938232422,0.0,2.4925100803375244,0.0,train
13000,0.5776533461809158,0.08658152158630535,1.169225688099861,0.12296436767916159,validation
13500,0.28333333134651184,0.0,2.3226966857910156,0.0,train
13500,0.5847333464324475,0.0880262341912801,1.1796864141225816,0.11738308924157068,validation
14000,0.25,0.0,2.5345606803894043,0.0,train
14000,0.5831466799080371,0.08812143577798676,1.1589973604083061,0.12538134168065934,validation
14500,0.2666666805744171,0.0,2.544674873352051,0.0,train
14500,0.5861733461916446,0.08644652197669848,1.1655288903713226,0.12093241903292319,validation
